thread,ops per thread,throughput,bandwith,CN util avg,CN P50,CN P90,CN P99,MN util avg,MN P50,MN P90,MN P99,insert lat P50,insert P90,insert P99,insert P999
1,5000000,795869,318.8,0.867286,1.127531,1.269145,1.339055,0.505604,0.595428,0.697058,0.781856,932,1719,3017,6611
2,5000000,1105666,442.9,0.878287,1.269145,1.269145,1.293046,0.661913,0.717218,0.791639,0.900497,1091,1832,3186,6727
4,5000000,1054758,422.5,0.877888,1.269145,1.269145,1.269145,0.582186,0.687661,0.835956,0.865068,1329,2298,3851,9213
8,5000000,1002180,401.4,0.873997,1.269145,1.269145,1.269145,0.552733,0.600764,0.677030,0.803837,1192,2021,3412,8108
16,5000000,827018,331.3,0.885831,1.279900,1.279900,1.349811,0.637965,0.694330,0.770596,0.891350,1818,2978,5424,10886
