thread,ops per thread,throughput,bandwith,CN util avg,CN P50,CN P90,CN P99,MN util avg,MN P50,MN P90,MN P99,insert lat P50,insert P90,insert P99,insert P999
8,5000000,1162743,465.7,0.875483,1.269145,1.269145,1.412551,0.443924,0.542040,0.692413,0.942436,1478,2424,4272,8421
8,5000000,985629,394.8,0.873079,1.125738,1.269145,1.269145,0.755209,0.782849,0.782849,0.782849,1580,2651,4576,10701
16,5000000,786839,315.2,10.333333,21.000000,33.333333,34.000000,0.000000,0.000000,0.333333,2.000000,1559,2586,4626,9454
16,5000000,786948,315.1,9.000000,20.000000,29.000000,33.333333,0.000000,0.000000,1.000000,2.000000,1566,2635,4347,8861
32,5000000,520692,208.6,13.666667,27.000000,36.000000,40.666667,0.000000,1.000000,1.000000,2.000000,1592,2600,4552,10833
32,5000000,521353,208.8,13.666667,27.000000,35.333333,38.333333,0.000000,1.000000,1.000000,2.000000,1762,2929,5049,10786
