thread,ops per thread,throughput,bandwith,CN util avg,CN P50,CN P90,CN P99,MN util avg,MN P50,MN P90,MN P99,insert lat P50,insert P90,insert P99,insert P999
8,5000000,1099303,440.3,0.870863,1.269145,1.269145,1.269145,6.241013,10.564465,13.920170,15.877665,1206,1888,3142,7478
16,5000000,963066,385.8,0.868884,1.125738,1.269145,1.269145,6.220899,11.156246,14.511951,16.469445,1419,2247,3841,8855
16,5000000,1002746,401.7,0.884445,1.269145,1.269145,1.548787,0.785777,0.790621,0.790621,0.790621,1416,2218,3773,9166
16,5000000,873492,349.8,0.872533,1.269145,1.269145,1.269145,0.773233,0.780870,0.780870,0.780870,1469,2417,4269,10597
32,5000000,1404744,562.7,0.875395,1.269145,1.269145,1.408966,0.787144,0.791813,0.791813,0.791813,1473,2273,3730,9460
32,5000000,1253002,501.9,0.876933,1.269145,1.269145,1.269145,0.772506,0.777258,0.777258,0.777258,1450,2212,3592,8191
32,5000000,967331,387.4,0.873691,1.129324,1.269145,1.316947,5.498723,9.091674,13.239698,14.218445,1440,2206,3521,7877
