thread,ops per thread,throughput,bandwith,CN util avg,CN P50,CN P90,CN P99,MN util avg,MN P50,MN P90,MN P99,insert lat P50,insert P90,insert P99,insert P999
1,5000000,880217,352.6,0.869928,1.269145,1.269145,1.482461,1.635352,3.115016,6.051258,8.474823,850,1418,3147,8060
2,5000000,1301095,521.1,0.872360,1.199234,1.269145,2.461209,3.838932,8.019775,11.725032,13.402885,1018,1570,2894,7874
4,5000000,1166637,467.3,0.874256,1.269145,1.269145,1.374907,3.263967,5.637285,7.699646,9.237677,1076,1684,3312,7871
8,5000000,814192,326.1,0.876683,1.269145,1.304100,1.553268,1.880342,2.800074,3.429269,3.813776,979,1577,2726,6327
16,5000000,589597,236.2,0.932799,1.364749,1.364749,1.505765,6.255017,9.901234,13.485463,15.909028,1521,2406,4198,9560
