NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
24,2,1,4,3000000,13.725498,15.757222,19.696528,21.885031,24.803035
25,2,1,8,3000000,6.959212,3.501605,17.508025,44.937263,47.271666
27,2,1,8,3000000,6.612927,3.890672,18.967027,26.262037,33.557047
28,2,1,12,3000000,5.715237,3.647505,14.590020,30.639043,36.475051
30,2,1,12,3000000,7.712417,2.918004,23.344033,40.852057,61.278086
31,2,1,16,3000000,5.005925,2.918004,8.754012,29.180041,37.934053
32,2,1,16,3000000,4.608199,2.918004,7.295010,23.344033,40.268456
34,2,1,16,3000000,6.659297,2.918004,17.508025,51.065071,93.376131
35,2,1,16,3000000,6.383328,2.918004,17.508025,42.311059,52.524074
36,2,1,12,3000000,8.574921,2.918004,25.094835,43.770061,58.360082
37,2,1,12,3000000,6.754765,3.501605,18.480693,37.934053,46.688065
38,2,1,12,3000000,9.951198,2.918004,27.721039,52.524074,63.466589
39,2,1,8,3000000,15.378350,13.617352,34.286548,52.524074,58.360082
40,2,1,8,3000000,13.361201,7.295010,29.180041,40.852057,51.551406
