compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,comp avg,comp p50,comp p90
2,0,1,3000000,747916,300,950,1942,3475,523118709,364,918,918
2,0,2,3000000,1239739,497,1111,1805,3417,1145736085,460,1144,1263
2,0,4,3000000,1567029,628,1358,2267,3632,391082219,781,1618,1981
2,0,8,3000000,1283317,514,1723,2757,4325,1159589557,1512,2523,3337
2,0,12,3000000,612188,245,1736,2800,4584,719110379,993,3173,12394
