NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
8,0,0,1,3000000,0.440593,0.000000,1.118568,3.579418,4.237001
9,0,0,2,3000000,1.032998,0.000000,3.579418,8.082558,8.767767
10,0,0,2,3000000,0.794476,0.000000,2.982849,4.474273,7.657313
11,0,0,4,3000000,1.290455,0.745712,3.579418,8.285691,8.759492
13,0,0,4,3000000,1.211983,0.000000,3.579418,9.138940,12.476338
14,0,0,8,3000000,1.440405,0.745712,4.388229,8.526445,11.558538
15,0,0,8,3000000,1.427124,0.894855,4.194631,8.158968,8.610865
16,0,0,10,3000000,1.604961,0.894855,4.353347,8.338418,12.348993
17,0,0,10,3000000,1.190640,0.894855,3.579418,8.451404,8.699975
18,1,0,1,3000000,7.031728,8.948546,14.317673,15.212528,15.212528
20,1,0,1,3000000,7.032676,9.843400,14.317673,16.778523,16.778523
21,1,0,2,3000000,16.926497,13.422819,50.111857,61.521253,63.758389
22,1,0,2,3000000,13.786399,12.527964,40.268456,60.850112,64.429530
23,1,0,4,3000000,31.860147,38.031320,65.324385,78.299776,79.418345
24,1,0,4,3000000,30.923159,25.950783,68.008949,80.536913,80.536913
25,1,0,8,3000000,38.441130,47.427293,68.903803,81.655481,81.655481
26,1,0,8,3000000,39.619775,47.427293,68.903803,81.655481,81.655481
27,1,0,10,3000000,33.636585,31.319911,68.232662,86.502610,107.382550
