NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
8,0,3,1,3000000,3.683627,2.918004,5.836008,14.590020,17.508025
9,0,3,2,3000000,6.085865,2.918004,15.562688,48.147067,49.606069
10,0,3,2,3000000,5.283698,2.918004,8.754012,46.688065,55.442078
11,0,3,4,3000000,9.154538,2.918004,32.098045,59.819084,70.032098
13,0,3,4,3000000,8.734424,2.918004,33.557047,57.387414,67.114094
14,0,3,8,3000000,16.876127,2.918004,54.712577,73.679603,78.786110
15,0,3,8,3000000,13.383341,2.918004,49.606069,71.004766,84.622118
16,0,3,10,3000000,19.761060,2.918004,65.655092,79.515611,85.594786
17,0,3,10,3000000,18.915382,2.918004,62.250754,79.758778,87.540123
18,1,3,1,3000000,3.660086,2.918004,3.647505,14.590020,20.426029
20,1,3,1,3000000,3.613238,2.918004,6.565509,11.672016,14.590020
21,1,3,2,3000000,3.829212,2.918004,6.808676,16.049022,20.426029
22,1,3,2,3000000,3.752301,2.918004,3.647505,16.049022,23.344033
23,1,3,4,3000000,4.893914,2.918004,8.754012,26.262037,29.180041
24,1,3,4,3000000,4.609301,2.918004,7.781344,29.180041,35.016049
25,1,3,8,3000000,7.760360,2.918004,26.991538,37.934053,46.688065
26,1,3,8,3000000,8.954945,3.501605,28.207373,46.688065,55.442078
27,1,3,10,3000000,10.098429,4.377006,35.016049,52.524074,58.360082
