NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
17,0,3,4,3000000,7.509753,2.918004,21.155530,59.089583,63.466589
18,0,3,4,3000000,8.238635,2.918004,28.596440,59.332750,93.376131
19,0,3,4,3000000,8.463879,2.918004,30.347242,58.360082,75.868106
20,0,3,4,3000000,8.510707,2.918004,23.344033,75.868106,99.212139
21,0,3,4,3000000,10.304381,2.918004,39.393055,84.622118,93.376131
22,0,3,4,3000000,10.200070,2.918004,42.311059,69.302597,72.950102
23,1,3,4,3000000,4.896058,2.918004,9.337613,24.803035,27.721039
24,1,3,4,3000000,4.988411,2.918004,9.337613,29.180041,35.016049
26,1,3,4,3000000,5.029217,2.918004,11.672016,30.639043,35.988717
27,1,3,4,3000000,5.825506,2.918004,17.508025,32.098045,35.016049
