NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
17,0,0,4,3000000,1.309662,0.000000,4.142845,8.534261,10.594741
18,0,0,4,3000000,1.265902,0.745712,4.003297,8.426547,8.442024
19,0,0,4,3000000,1.122536,0.000000,3.579418,8.641488,12.693318
20,0,0,4,3000000,1.053513,0.745712,3.579418,6.287377,8.793189
21,0,0,4,3000000,1.169264,0.745712,3.579418,8.563662,8.663560
22,0,0,4,3000000,1.632743,0.745712,4.474273,8.685353,11.765681
23,1,0,4,3000000,31.566466,27.964206,68.008949,78.299776,79.418345
24,1,0,4,3000000,32.501305,31.319911,68.903803,80.536913,81.655481
26,1,0,4,3000000,31.248153,28.635347,67.114094,77.181208,82.774049
27,1,0,4,3000000,34.063007,37.583893,65.324385,73.825503,79.418345
