NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
1,0,1,8,1000000,38.488933,41.666667,59.027778,69.444444,69.444444
2,0,1,8,1000000,39.541667,45.138889,62.500000,90.277778,90.277778
3,0,1,16,1000000,26.256458,13.888889,55.555556,62.500000,104.166667
4,0,1,16,1000000,29.040693,15.625000,60.185185,67.129630,90.277778
5,0,1,32,1000000,15.448511,6.944444,51.388889,76.388889,90.277778
6,0,1,32,1000000,15.569860,6.944444,48.611111,83.333333,97.222222
7,0,1,48,1000000,12.510756,6.944444,31.250000,69.444444,79.861111
8,0,1,48,1000000,12.329594,6.944444,36.458333,65.972222,90.277778
10,1,1,8,1000000,43.544855,48.611111,69.444444,72.916667,72.916667
11,1,1,8,1000000,35.859442,34.722222,62.500000,69.444444,69.444444
12,1,1,16,1000000,27.767997,9.259259,62.500000,69.444444,76.388889
13,1,1,16,1000000,25.797684,13.888889,62.500000,97.222222,97.222222
14,1,1,32,1000000,13.605550,6.944444,45.833333,64.814815,65.972222
15,1,1,32,1000000,15.009883,6.944444,52.083333,59.027778,69.444444
16,1,1,32,1000000,14.864095,6.944444,48.611111,69.444444,76.388889
18,1,1,48,1000000,10.556621,6.944444,13.888889,62.500000,62.500000
19,1,1,48,1000000,10.618701,6.944444,13.888889,59.027778,69.444444
