NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
43,0,0,4,3000000,0.883705,0.000000,2.684564,8.037120,8.165548
44,0,0,4,3000000,0.829816,0.000000,2.684564,4.474273,8.053691
45,0,0,8,3000000,0.836349,0.000000,2.684564,6.167241,8.559479
46,0,0,8,3000000,0.817232,0.000000,2.684564,4.474273,8.555203
47,0,0,12,3000000,0.933373,0.000000,2.684564,7.739283,8.399074
48,0,0,12,3000000,0.946835,0.000000,2.684564,4.474273,8.346240
49,1,0,4,3000000,26.336914,22.371365,59.955257,68.903803,69.798658
50,1,0,4,3000000,21.271150,11.633110,56.375839,67.114094,67.114094
51,1,0,8,3000000,36.203319,40.268456,68.903803,80.536913,81.655481
52,1,0,8,3000000,33.283630,35.794183,65.324385,74.944072,80.536913
54,2,0,4,3000000,0.734334,0.000000,1.789709,4.474273,7.829978
55,2,0,4,3000000,0.829341,0.745712,2.237136,4.474273,8.075517
56,2,0,8,3000000,0.760612,0.000000,1.789709,6.791307,8.073145
57,2,0,8,3000000,0.818388,0.000000,2.684564,4.474273,6.462839
58,2,0,12,3000000,1.241736,0.894855,4.354158,4.536416,8.053691
59,2,0,12,3000000,1.182140,0.894855,4.183736,5.592841,8.163586
