compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,dis cost,comp avg,comp p50,comp p90,comp p99,comp speed1,comp speed2,comp speed3,comp speed4
0,0,4,3000000,1329167,532,1708,1560,2558,3956,0,538,431,1120,1592,1919,928,1985,894
0,0,8,3000000,1440868,577,2311,1600,2694,4532,0,878,826,1905,2236,1177,1027,1023,686
0,0,12,3000000,1278614,512,3331,1700,2764,4800,0,768,522,1828,2466,946,1039,1258,602
1,0,4,3000000,2082688,834,1262,1138,1701,3237,0,256,254,390,591,4463,1110,2407,1206
1,0,8,3000000,1537240,616,1208,1299,1995,3472,0,638,372,888,4968,2876,1072,1726,862
1,1,12,3000000,617548,247,1074,1741,2751,5095,0,1616,1244,3319,9809,3462,1113,1144,295
2,0,4,3000000,1525558,611,1696,1315,2059,3496,1,848,882,1747,1943,1304,888,0,992
2,0,8,3000000,1215376,487,2100,1756,2828,4578,0,1158,972,2213,4226,812,812,749,744
2,0,12,3000000,596500,239,3652,1749,2809,5215,0,2263,1210,5449,15056,750,784,398,376
