NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
43,0,1,4,3000000,8.032352,2.918004,27.234705,55.442078,75.868106
44,0,1,4,3000000,7.611039,2.918004,25.532536,53.983076,58.360082
45,0,1,8,3000000,14.811439,2.918004,49.606069,72.950102,102.130143
46,0,1,8,3000000,13.440093,2.918004,52.524074,73.922770,82.676782
47,0,1,12,3000000,20.224547,2.918004,64.196090,83.163116,102.130143
48,0,1,12,3000000,19.302007,2.918004,64.196090,78.786110,94.835133
49,1,1,4,3000000,4.774697,2.918004,14.590020,23.344033,26.262037
50,1,1,4,3000000,4.778657,2.918004,14.590020,26.262037,29.180041
51,1,1,8,3000000,7.103972,2.918004,28.450540,36.961385,49.606069
52,1,1,8,3000000,7.459187,2.918004,26.991538,40.852057,49.606069
54,2,1,4,3000000,5.846972,2.918004,16.535356,48.147067,72.950102
55,2,1,4,3000000,7.342874,2.918004,22.614532,58.360082,75.868106
56,2,1,8,3000000,13.236037,2.918004,46.688065,70.032098,84.622118
57,2,1,8,3000000,14.964338,2.918004,55.442078,74.409104,93.376131
58,2,1,12,3000000,15.477172,4.377006,49.606069,78.786110,105.048147
59,2,1,12,3000000,17.266028,5.106507,52.524074,77.327108,99.212139
