NO,compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,dis cost,comp avg,comp p50,comp p90,comp p99,comp speed1,comp speed2,comp speed3,comp speed4
1,2,0,8,1000000,1393956,558.3,1867,1664,2754,4744,0,447,319,744,1129,2612,1089,1783,866
2,2,0,8,1000000,1396558,559.4,1897,1685,2817,4727,0,400,291,816,1025,2622,1056,1462,1120
3,2,0,16,1000000,1331543,533.3,1969,1729,2624,4343,0,497,378,880,1763,2562,1132,2255,949
6,2,0,16,1000000,1364290,546.5,1963,1726,2605,4289,0,497,355,900,1033,2050,1142,2284,961
7,2,0,32,1000000,1324323,530.4,2565,1801,2774,4808,0,641,418,1525,2993,1863,989,1590,836
8,2,0,32,1000000,1232340,493.6,3945,1799,2843,5934,0,731,429,1942,3207,697,842,1932,749
10,2,0,48,1000000,1063238,425.9,9946,1848,2913,4817,0,820,473,2182,2941,714,889,1437,662
13,2,0,48,1000000,1111421,445.2,9211,1824,2844,4991,0,798,605,2017,2938,692,905,1077,533
