thread,ops per thread,throughput,bandwith,CN util avg,CN P50,CN P90,CN P99,MN util avg,MN P50,MN P90,MN P99,insert lat P50,insert P90,insert P99,insert P999
1,5000000,816036,326.9,0.880470,1.075546,1.290656,1.290656,0.700659,0.703025,0.703025,0.703025,926,1602,2962,5060
2,5000000,889349,356.2,0.897420,1.290656,1.290656,1.362359,0.769875,0.782389,0.782389,0.782389,1101,1858,3287,5816
4,5000000,720318,288.6,0.887746,1.290656,1.290656,1.290656,0.667948,0.692253,0.692253,0.692253,1280,2126,3561,6574
8,5000000,622026,249.2,0.889270,1.290656,1.290656,1.290656,0.649668,0.649668,0.649668,0.649668,1485,2490,4050,7468
16,5000000,462074,185.1,0.894875,1.290656,1.290656,1.290656,0.737562,0.746669,0.746669,0.746669,1922,3170,5891,11199
