NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
32,0,3,4,3000000,8.713395,2.918004,26.262037,69.059430,75.868106
33,0,3,4,3000000,7.410070,2.918004,23.344033,70.032098,72.950102
34,0,3,4,3000000,9.403732,2.918004,36.475051,59.819084,67.114094
35,0,3,4,3000000,10.080946,2.918004,37.934053,70.032098,72.950102
36,0,3,4,3000000,6.886186,2.918004,24.803035,52.524074,62.737088
37,0,3,4,3000000,9.060834,2.918004,35.016049,55.442078,67.114094
38,1,3,4,3000000,5.059049,2.918004,10.213014,30.152709,37.934053
39,1,3,4,3000000,5.500433,2.918004,18.091625,30.639043,37.934053
41,1,3,4,3000000,4.745710,2.918004,9.337613,23.344033,25.289369
42,1,3,4,3000000,5.239108,2.918004,17.508025,32.098045,40.852057
