NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
32,0,0,4,3000000,1.173252,0.000000,3.579418,8.116123,8.351976
33,0,0,4,3000000,1.136969,0.894855,3.579418,5.965697,8.202834
34,0,0,4,3000000,1.133618,0.745712,3.579418,8.359826,8.477570
35,0,0,4,3000000,1.061644,0.000000,3.579418,8.442024,8.773084
36,0,0,4,3000000,1.186095,0.000000,3.579418,11.769283,12.132163
37,0,0,4,3000000,1.257366,0.894855,3.579418,7.614868,11.668202
38,1,0,4,3000000,30.280236,29.828486,65.324385,74.944072,74.944072
39,1,0,4,3000000,31.294035,34.899329,69.351230,81.655481,81.655481
41,1,0,4,3000000,27.515825,27.740492,64.429530,68.903803,68.903803
42,1,0,4,3000000,28.210123,18.791946,65.324385,76.062640,78.299776
