NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
21,0,0,8,1000000,32.442716,38.461538,38.461538,76.923077,76.923077
22,0,0,8,1000000,22.129677,19.230769,38.461538,38.461538,38.461538
23,0,0,8,1000000,23.021662,19.230769,38.461538,38.461538,38.461538
24,0,0,8,1000000,29.243734,37.000868,38.461538,38.461538,38.461538
25,0,0,8,1000000,21.456756,15.384615,38.461538,38.461538,38.461538
26,0,0,8,1000000,26.746353,35.457226,38.461538,38.461538,38.461538
27,0,0,8,1000000,27.094074,38.461538,38.461538,57.692308,57.692308
28,0,0,8,1000000,23.954525,31.517194,38.461538,38.461538,38.461538
29,1,0,8,1000000,75.509793,76.923077,84.615385,96.153846,96.153846
30,1,0,8,1000000,70.234946,76.923077,76.923077,96.153846,96.153846
31,1,0,8,1000000,72.948849,76.923077,84.615385,96.153846,96.153846
32,1,0,8,1000000,73.210185,76.923077,84.615385,105.769231,105.769231
33,1,0,8,1000000,74.125444,76.923077,84.615385,84.615385,84.615385
40,1,0,8,1000000,73.154883,76.923077,96.153846,105.769231,105.769231
41,1,0,8,1000000,65.433004,76.923077,86.538462,105.769231,105.769231
42,1,0,8,1000000,66.232889,76.923077,84.615385,96.153846,105.769231
