NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
21,0,1,8,1000000,11.493228,6.944444,15.277778,65.972222,79.861111
22,0,1,8,1000000,10.026392,6.944444,8.680556,65.972222,90.277778
23,0,1,8,1000000,12.701012,6.944444,41.666667,83.333333,97.222222
24,0,1,8,1000000,12.892915,6.944444,45.138889,69.444444,83.333333
25,0,1,8,1000000,12.846907,6.944444,48.611111,69.444444,76.388889
26,0,1,8,1000000,12.527429,6.944444,46.296296,62.500000,83.333333
27,0,1,8,1000000,12.318670,6.944444,41.666667,67.129630,69.444444
28,0,1,8,1000000,12.693470,6.944444,45.138889,62.500000,76.388889
29,1,1,8,1000000,12.529879,6.944444,48.611111,59.027778,60.763889
30,1,1,8,1000000,12.155617,6.944444,13.888889,90.277778,97.222222
31,1,1,8,1000000,10.964859,6.944444,31.250000,52.083333,60.185185
32,1,1,8,1000000,12.588521,6.944444,48.611111,62.500000,67.129630
33,1,1,8,1000000,11.369431,6.944444,27.777778,65.972222,69.444444
40,1,1,8,1000000,11.123512,6.944444,13.888889,64.814815,67.129630
41,1,1,8,1000000,12.728506,6.944444,41.666667,69.444444,79.861111
42,1,1,8,1000000,12.364878,6.944444,46.296296,60.763889,72.916667
