NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
21,0,3,8,1000000,44.481756,52.083333,57.291667,69.444444,69.444444
22,0,3,8,1000000,45.755316,52.083333,69.444444,97.222222,97.222222
23,0,3,8,1000000,46.833552,52.083333,83.333333,97.222222,104.166667
24,0,3,8,1000000,46.548888,50.925926,67.129630,79.861111,83.333333
25,0,3,8,1000000,38.310185,48.611111,67.129630,83.333333,83.333333
26,0,3,8,1000000,46.121687,52.083333,90.277778,104.166667,104.166667
27,0,3,8,1000000,41.656240,48.611111,62.500000,72.916667,76.388889
28,0,3,8,1000000,38.838183,43.981481,62.500000,83.333333,83.333333
29,1,3,8,1000000,46.215814,52.083333,62.500000,79.861111,79.861111
30,1,3,8,1000000,45.280437,55.555556,62.500000,76.388889,76.388889
31,1,3,8,1000000,42.847222,48.611111,64.814815,76.388889,76.388889
32,1,3,8,1000000,46.732306,50.347222,62.500000,67.129630,69.444444
33,1,3,8,1000000,45.027403,52.777778,64.236111,69.444444,72.916667
40,1,3,8,1000000,38.512059,41.666667,62.500000,69.444444,69.444444
41,1,3,8,1000000,40.747070,43.981481,76.388889,104.166667,104.166667
42,1,3,8,1000000,39.627203,41.666667,57.291667,104.166667,111.111111
