NO,compactor,current_node_id,thread,ops_per_thread,type,time
54,2,3,4,3000000,local,0
54,2,3,4,3000000,node 1,11
55,2,3,4,3000000,local,0
55,2,3,4,3000000,node 1,12
56,2,3,8,3000000,local,0
56,2,3,8,3000000,node 1,19
57,2,3,8,3000000,local,0
57,2,3,8,3000000,node 1,19
58,2,3,12,3000000,local,0
58,2,3,12,3000000,node 1,46
59,2,3,12,3000000,local,0
59,2,3,12,3000000,node 1,41
