NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
43,0,0,4,3000000,0.849361,0.000000,2.684564,8.037120,8.165548
44,0,0,4,3000000,0.868947,0.000000,2.684564,4.474273,8.053691
45,0,0,8,3000000,0.848394,0.000000,2.684564,6.167241,8.559479
46,0,0,8,3000000,0.837120,0.000000,2.684564,4.474273,8.555203
47,0,0,12,3000000,0.930336,0.000000,2.982849,7.739283,8.399074
48,0,0,12,3000000,0.929008,0.000000,2.684564,4.242845,8.346240
49,1,0,4,3000000,27.188899,25.950783,59.955257,68.903803,69.798658
50,1,0,4,3000000,23.995245,20.134228,57.270694,67.114094,69.798658
51,1,0,8,3000000,36.166313,38.478747,68.903803,80.536913,81.655481
52,1,0,8,3000000,33.283630,35.794183,65.324385,74.944072,80.536913
53,1,0,12,3000000,25.889989,18.791946,57.270694,68.903803,80.536913
54,2,0,4,3000000,0.783884,0.000000,2.237136,5.369128,7.829978
55,2,0,4,3000000,0.845597,0.745712,2.237136,4.474273,8.075517
56,2,0,8,3000000,0.711036,0.000000,1.789709,6.791307,8.073145
57,2,0,8,3000000,0.841197,0.000000,2.684564,4.474273,6.462839
58,2,0,12,3000000,1.250868,0.894855,4.355749,4.536416,8.053691
59,2,0,12,3000000,1.174130,0.894855,4.085206,5.592841,8.163586
