compactor,node_id,thread,ops per thread,throughput,bandwith,CN util avg,CN P50,CN P90,CN P99,MN util avg,MN P50,MN P90,MN P99,insert lat P50,insert P90,insert P99,insert P999
1,2,1,3000000,794089,318.1,1.221210,1.048658,2.167225,3.355705,2.123116,2.376958,3.355705,3.984900,890,1775,3507,6409
1,2,2,3000000,1234194,494.3,1.478995,1.048658,3.355705,4.404362,4.587549,2.936242,11.045862,21.182886,1098,1852,3724,6993
1,2,4,3000000,1939542,776.9,2.059341,0.838926,5.872483,12.723713,9.145385,8.738815,19.155481,25.587248,1137,1749,3208,5964
1,2,8,3000000,1374902,550.7,3.683314,1.048658,9.857382,13.842282,13.219423,12.793624,24.328859,33.766779,1372,2190,4107,8248
1,2,16,3000000,1344679,538.6,6.267824,1.048658,18.036913,21.812081,16.915859,15.939597,29.711968,38.590604,1614,2614,4471,9176
