compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,dis cost,comp avg,comp p50,comp p90,comp p99,comp speed1,comp speed2,comp speed3,comp speed4
2.0,1.0,4.0,3000000.0,1290828.0,517.05,2009.5,1296.5,2062.0,3796.0,21.0,894.5,887.0,1778.5,2449.5,3536.5,1033.0,836.0,358.0
2.0,1.0,4.0,3000000.0,1795478.0,719.15,1366.0,1171.5,1899.0,3326.0,24.0,505.0,365.0,1009.5,1501.0,3432.0,993.0,1248.0,677.0
2.0,1.0,4.0,3000000.0,1532741.0,613.9,1510.5,1347.5,2192.5,3852.0,23.0,616.0,597.0,980.0,1699.5,3005.0,978.5,1415.0,561.5
2.0,1.0,4.0,3000000.0,1555826.0,623.2,1603.0,1288.0,2040.5,3722.5,20.5,836.5,508.5,2016.5,2165.5,3270.0,998.5,502.5,655.5
