NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
9,0,5,4,3000000,49.453195,54.530201,81.096197,100.671141,100.671141
10,0,5,4,3000000,45.246886,39.848993,79.697987,81.795302,83.892617
11,0,5,4,3000000,50.129367,55.369128,69.910515,109.060403,113.255034
12,0,5,4,3000000,51.845381,58.724832,77.600671,90.184564,90.184564
13,0,5,4,3000000,53.937922,59.773490,79.697987,92.281879,100.671141
14,0,5,4,3000000,51.286486,57.676174,71.308725,83.892617,100.671141
15,0,5,4,3000000,50.869700,52.432886,79.697987,104.865772,109.060403
16,0,5,4,3000000,55.730383,64.317673,79.697987,104.865772,104.865772
17,1,5,4,3000000,27.412388,29.362416,43.624161,48.238255,48.238255
18,1,5,4,3000000,22.511186,25.167785,36.703020,41.946309,46.140940
19,1,5,4,3000000,38.207915,41.946309,50.335570,55.928412,69.211409
20,1,5,4,3000000,39.956876,37.751678,71.308725,79.697987,79.697987
21,1,5,4,3000000,51.934549,57.885906,75.503356,79.697987,83.892617
22,1,5,4,3000000,58.103607,58.724832,100.671141,104.865772,109.060403
24,1,5,4,3000000,56.703524,61.870805,92.281879,104.865772,104.865772
25,1,5,4,3000000,48.679229,54.530201,71.308725,104.865772,109.060403
