compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,dis cost,comp avg,comp p50,comp p90,comp p99,comp speed1,comp speed2,comp speed3,comp speed4
0.0,1.0,4.0,3000000.0,1145858.5,458.95,1964.5,1414.5,2377.5,4212.0,0.0,1611.0,2039.0,2984.5,2984.5,382.0,1003.5,0.0,0.0
0.0,1.0,4.0,3000000.0,1138985.0,456.2,1808.0,1545.0,2567.5,4297.0,0.0,1273.0,1690.0,2201.0,2201.0,1344.5,875.0,0.0,0.0
0.0,1.0,4.0,3000000.0,1167215.5,467.55,1934.5,1508.5,2467.0,4251.5,0.0,1403.5,1670.5,3239.5,3239.5,886.5,941.0,0.0,0.0
0.0,1.0,4.0,3000000.0,1119241.0,448.35,1919.0,1531.0,2560.0,4325.0,0.0,1191.0,1503.0,2270.0,2270.0,1007.5,732.5,0.0,935.0
1.0,1.0,4.0,3000000.0,1314708.0,526.6,1658.0,1526.0,2408.0,3884.5,0.0,348.0,228.5,883.0,1392.0,3336.5,896.0,0.0,901.5
1.0,1.0,4.0,3000000.0,1532086.0,613.65,1521.5,1360.5,2267.5,3739.5,0.0,345.0,224.0,739.0,1586.0,4342.0,933.5,0.0,905.5
1.0,1.0,4.0,3000000.0,1423873.0,570.35,1553.5,1390.0,2366.5,3735.0,0.0,302.5,244.5,511.0,1084.5,3596.5,1035.0,0.0,851.0
1.0,1.0,4.0,3000000.0,1540685.5,617.1,1645.0,1275.5,2053.0,3454.5,0.0,342.0,203.0,612.5,1569.0,4024.0,963.0,0.0,886.5
