NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
9,0,1,4,3000000,42.478993,39.848993,79.697987,109.060403,113.255034
10,0,1,4,3000000,37.626838,35.654362,64.597315,73.406040,76.552013
11,0,1,4,3000000,37.360373,33.557047,68.162752,83.892617,83.892617
12,0,1,4,3000000,43.285173,42.994966,74.105145,79.697987,81.096197
13,0,1,4,3000000,44.144500,50.335570,69.910515,88.087248,96.476510
14,0,1,4,3000000,42.385983,49.286913,73.406040,77.600671,83.892617
15,0,1,4,3000000,47.129205,50.335570,79.697987,104.865772,109.060403
16,0,1,4,3000000,42.833052,46.140940,75.503356,83.892617,88.087248
17,1,1,4,3000000,19.203459,21.812081,33.557047,50.335570,50.335570
18,1,1,4,3000000,12.624592,8.389262,27.964206,35.654362,41.946309
19,1,1,4,3000000,20.826503,23.769575,29.362416,36.353468,37.751678
20,1,1,4,3000000,20.965307,20.973154,33.557047,50.335570,54.530201
21,1,1,4,3000000,19.566823,20.973154,33.557047,46.140940,47.189597
22,1,1,4,3000000,19.913630,20.973154,29.362416,50.335570,50.335570
24,1,1,4,3000000,20.698796,20.973154,45.092282,54.530201,54.530201
25,1,1,4,3000000,17.894569,19.295302,27.964206,35.654362,35.654362
