compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,comp avg,comp p50,comp p90,comp speed1,comp speed2,comp speed3,comp speed4
2,0,1,3000000,747906,300,950,1922,3468,236295200,248,378,441,0,1150,0,1042
2,0,2,3000000,1288639,516,1078,1680,3364,1270490144,199,595,775,4466,1058,0,771
2,0,4,3000000,1757422,704,1172,1812,3287,1557546016,649,1246,1558,1742,348,0,1091
2,0,8,3000000,675762,271,1548,2562,4546,1943786528,381,2158,16118,2985,657,0,458
2,0,10,3000000,474060,190,1668,2748,4916,757916704,354,2533,15242,2690,848,0,512
