NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
1,0,1,1,3000000,3.598218,3.050641,3.050641,12.202563,15.253203
2,0,1,1,3000000,3.555967,3.050641,3.813301,11.439902,15.253203
3,0,1,1,3000000,3.644415,3.050641,3.813301,13.219443,15.253203
4,0,1,1,3000000,3.676880,3.050641,3.050641,13.727883,18.303844
5,0,1,2,3000000,4.415284,3.050641,7.626602,27.455766,33.557047
6,0,1,2,3000000,5.147014,3.050641,12.965223,42.708969,48.810250
7,0,1,4,3000000,8.012139,3.050641,27.455766,49.827130,58.979052
8,0,1,4,3000000,7.808812,3.050641,24.405125,57.962172,76.266016
9,0,1,8,3000000,11.596479,3.050641,48.810250,68.130974,80.333537
10,0,1,8,3000000,15.567127,3.050641,54.911531,74.232255,103.721782
13,0,1,12,3000000,18.168401,3.050641,63.453325,78.299776,100.671141
14,0,1,12,3000000,22.073569,3.050641,67.114094,82.367297,100.671141
16,1,1,1,3000000,3.388866,3.050641,3.813301,9.151922,9.762050
17,1,1,1,3000000,3.442873,3.050641,3.813301,9.151922,12.202563
19,1,1,2,3000000,3.794958,3.050641,3.813301,15.253203,18.303844
20,1,1,2,3000000,3.456245,3.050641,3.050641,12.965223,15.253203
21,1,1,4,3000000,4.926996,3.050641,15.253203,30.506406,33.557047
22,1,1,4,3000000,4.705365,3.050641,13.727883,21.354484,24.405125
23,1,1,8,3000000,7.707107,3.050641,27.455766,39.658328,51.860891
24,1,1,8,3000000,6.860079,3.050641,26.438885,34.573927,42.708969
25,1,1,12,3000000,10.839569,3.050641,38.895668,51.860891,61.012813
26,1,1,12,3000000,11.046239,3.050641,38.895668,59.487492,73.215375
27,2,1,1,3000000,3.492859,3.050641,3.813301,12.202563,15.253203
28,2,1,1,3000000,3.626067,3.050641,3.813301,12.202563,15.253203
29,2,1,1,3000000,3.591251,3.050641,3.813301,11.439902,15.253203
30,2,1,2,3000000,5.028659,3.050641,11.185682,35.082367,54.911531
31,2,1,2,3000000,4.860368,3.050641,10.677242,33.557047,36.607688
32,2,1,4,3000000,7.550408,3.050641,21.354484,66.097214,76.266016
33,2,1,4,3000000,7.011036,3.050641,21.354484,54.148871,66.097214
34,2,1,8,3000000,12.478326,3.050641,47.284930,69.402074,78.553996
35,2,1,8,3000000,14.686627,3.050641,56.436852,72.452715,79.316656
37,2,1,12,3000000,17.761942,5.338621,51.860891,79.316656,103.721782
38,2,1,12,3000000,18.032226,3.813301,55.521660,79.316656,109.823063
