NO,compactor,current_node_id,thread,ops_per_thread,type,time
73,2,1,4,3000000,local,0
73,2,1,4,3000000,node 3,11
74,2,1,4,3000000,local,0
74,2,1,4,3000000,node 3,8
76,2,1,8,3000000,local,0
76,2,1,8,3000000,node 3,20
77,2,1,8,3000000,local,0
77,2,1,8,3000000,node 3,19
78,2,1,12,3000000,local,0
78,2,1,12,3000000,node 3,55
79,2,1,12,3000000,local,0
79,2,1,12,3000000,node 3,43
