NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
60,0,1,4,3000000,6.528621,2.918004,17.508025,51.065071,60.305418
61,0,1,4,3000000,7.540313,2.918004,21.593230,61.278086,96.294135
62,0,1,8,3000000,13.707838,2.918004,51.794573,72.950102,93.376131
63,0,1,8,3000000,12.970269,2.918004,53.253575,74.895438,79.758778
65,0,1,12,3000000,20.793543,2.918004,64.779691,81.704114,102.130143
66,0,1,12,3000000,20.358488,3.501605,62.250754,87.540123,105.048147
67,1,1,4,3000000,4.268748,2.918004,4.377006,26.262037,29.180041
69,1,1,4,3000000,4.083525,2.918004,3.647505,21.885031,26.262037
70,1,1,8,3000000,8.509521,2.918004,27.429238,34.043381,40.122556
71,1,1,8,3000000,7.717980,2.918004,26.845638,37.934053,52.524074
72,1,1,12,3000000,11.277962,2.918004,38.663554,49.606069,67.114094
73,2,1,4,3000000,6.746396,2.918004,19.258827,58.360082,75.868106
74,2,1,4,3000000,6.778304,2.918004,18.967027,52.524074,71.491100
76,2,1,8,3000000,12.760083,2.918004,45.229063,72.950102,78.786110
77,2,1,8,3000000,14.370519,2.918004,52.524074,75.868106,99.212139
78,2,1,12,3000000,17.055774,5.106507,52.524074,78.786110,87.540123
79,2,1,12,3000000,16.003270,5.836008,49.606069,77.813442,96.294135
