thread,ops per thread,throughput,bandwith,CN util avg,CN P50,CN P90,CN P99,MN util avg,MN P50,MN P90,MN P99,insert lat P50,insert P90,insert P99,insert P999
8,5000000,731351,292.9,0.894259,1.290656,1.290656,1.720874,0.603328,0.603328,0.603328,0.603328,1376,2238,3560,6040
8,5000000,606349,242.9,0.873809,0.860437,1.290656,1.290656,0.769029,0.810488,0.810488,0.810488,1659,2757,4502,8882
8,5000000,428425,171.6,12,18,27,31,0,0,0,2,1334,2218,4175,8506
8,5000000,404933,162.2,9,16,25,26,0,0,1,2,1530,2666,4458,8436
8,5000000,263102,105.4,10,17,25,27,0,1,1,2,1462,2353,4084,8288
8,5000000,268071,107.4,10,18,25,28,0,1,1,2,1655,2754,4819,9337
