NO,compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,comp avg,comp p50,comp p90,comp speed1,comp speed2,comp speed3,comp speed4
0,1,4,3000000,1236364.50,495.20,1505.00,2543.00,4212.50,773985460.极00,1171.50,2494.00,2575.00,1044.50,924.00,0.00,491.00
0,1,4,3000000,1369674.00,548.60,1365.00,2170.00,3865.50,1064898508.00,684.00,2417.00,2417.00,1439.00,865.50,0.00,416.50
0,1,4,3000000,1511454.00,605.45,1302.00,2132.00,3672.50,742461076.00,1487.50,2177.50,2177.50,1226.50,691.00,0.00,0.00
0,1,4,3000000,1165451.50,466.80,1524.00,2536.50,4120.00,0.00,2267.00,3883.50,3883.50,777.50,515.00,0.00,0.00

1,1,4,3000000,2055120.00,823.15,1155.50,1756.50,3291.00,4787868.00,558.50,910.50,1002.00,2882.50,942.00,0.00,891.00
1,1,4,3000000,1940127.50,777.15,1142.50,1759.00,3250.50,0.00,533.50,1319.50,1498.00,3522.00,917.50,0.00,460.00
1,1,4,3000000,1996397.50,799.65,1152.50,1784.00,3256.00,0.00,457.00,1288.50,1392.50,3344.00,900.50,0.00,418.00
1,1,4,3000000,1994510.00,798.90,1109.50,1635.50,3138.50,483144140.00,316.50,1200.00,1302.50,3786.50,906.50,0.00,672.0
