NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
32,0,3,4,3000000,33.731089,29.180041,64.196090,87.540123,93.376131
33,0,3,4,3000000,33.870953,35.016049,56.901080,80.245112,81.704114
34,0,3,4,3000000,29.746028,26.991538,55.442078,72.950102,75.868106
35,0,3,4,3000000,33.664087,34.043381,64.196090,71.977434,72.950102
36,0,3,4,3000000,32.845417,29.180041,60.305418,70.032098,77.327108
37,0,3,4,3000000,34.263773,36.183251,57.387414,67.114094,68.086762
38,1,3,4,3000000,15.159335,16.049022,26.262037,33.557047,37.934053
39,1,3,4,3000000,17.995948,18.967027,32.098045,35.745550,43.770061
41,1,3,4,3000000,12.052306,8.754012,21.155530,24.073534,29.180041
42,1,3,4,3000000,13.339953,14.590020,22.371365,24.803035,29.180041
