thread,ops per thread,throughput,bandwith,CN util avg,CN P50,CN P90,CN P99,MN util avg,MN P50,MN P90,MN P99,insert lat P50,insert P90,insert P99,insert P999
8,5000000,650576,260.6,0.861702,1.258389,1.258389,1.258389,0.603328,0.603328,0.603328,0.603328,1715,2902,5920,11006
8,5000000,633451,253.7,0.880465,1.258389,1.258389,1.258389,0.769029,0.810488,0.810488,0.810488,1609,2794,5284,10376
8,5000000,438923,176,8,16,24,27,0,0,0,2,1626,2715,4859,10131
8,5000000,465257,186,7,16,24,32,0,0,1,2,1418,2422,3918,7572
8,5000000,296187,118.6,9,17,26,34,0,1,1,2,1353,2236,3807,8225
8,5000000,356278,142.7,9,16,24,26,0,1,1,2,1401,2313,3858,7918
