compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,comp avg,comp p50,comp p90,comp speed1,comp speed2,comp speed3,comp speed4
0,2,4,3000000.0,1272756.0,509.75,1605.0,2644.5,4685.5,841275744.0,1198.5,2607.0,2631.0,943.0,940.0,0.0,0.0
0,2,8,3000000.0,1343978.0,538.3,1646.0,2657.5,4438.0,554434880.0,290.5,1888.5,3018.0,568.5,831.0,0.0,902.5
0,2,12,3000000.0,1450981.0,581.15,1595.0,2612.0,4851.0,389613920.0,192.5,1321.0,2779.0,783.5,556.5,0.0,843.5
0,2,16,3000000.0,1337975.0,535.95,1741.0,2829.5,5190.5,1474160960.0,254.0,1083.5,2908.0,636.0,649.0,0.0,639.0

1,2,4,3000000.0,1662765.0,666.0,1301.5,2135.0,3456.5,1197750624.0,286.0,644.5,1109.5,3295.5,802.5,0.0,920.0
1,2,8,3000000.0,1036661.5,415.25,1731.0,2725.5,4889.5,0.0,306.0,1304.5,4543.0,3614.5,951.0,0.0,767.5
1,2,12,3000000.0,682525.5,273.35,1778.0,2813.0,5118.5,0.0,786.5,1997.0,5582.5,2150.5,985.0,0.0,316.5
1,2,16,3000000.0,659528.0,264.15,1800.5,2868.5,4993.0,1011550528.0,1206.5,2237.5,6015.0,1985.0,981.0,0.0,247.5
