compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,comp avg,comp p50,comp p90,comp speed1,comp speed2,comp speed3,comp speed4
2,2,1,3000000,751030,301,946,1947,3450,1483645248,258,456,479,0,1126,0,1087
2,2,2,3000000,1242610,498,1082,1793,3348,1679292768,217,608,834,3712,1030,0,818
2,2,4,3000000,2021573,810,1138,1662,3178,1803190592,562,1222,1242,2610,713,0,1115
2,2,8,3000000,593652,238,1730,2808,5420,1079593280,478,3147,14482,2726,832,0,432
2,2,10,3000000,404116,162,1731,2828,5386,0,450,3394,19944,2074,974,0,451
