NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
29,2,3,1,3000000,11.631860,11.672016,20.426029,23.344033,26.262037
30,2,3,1,3000000,11.091952,11.672016,16.049022,18.480693,18.967027
31,2,3,2,3000000,12.990654,14.590020,19.696528,23.344033,25.289369
32,2,3,2,3000000,11.679933,10.213014,18.967027,21.155530,23.344033
33,2,3,4,3000000,19.771504,20.426029,32.098045,37.934053,46.688065
34,2,3,4,3000000,21.073675,20.426029,46.688065,52.524074,55.442078
35,2,3,8,3000000,15.082925,8.024511,34.043381,56.025678,70.032098
36,2,3,8,3000000,19.187073,8.754012,46.688065,68.864896,80.974613
37,2,3,10,3000000,14.511698,6.808676,37.934053,64.196090,78.786110
38,2,3,10,3000000,14.581245,6.565509,37.934053,56.901080,72.950102
