NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
24,2,1,4,3000000,4.128312,2.918004,4.377006,20.426029,37.934053
25,2,1,4,3000000,4.108647,2.918004,3.647505,24.316701,37.934053
27,2,1,4,3000000,4.719904,2.918004,14.590020,24.073534,26.991538
28,2,1,4,3000000,4.798836,2.918004,14.590020,26.262037,29.180041
30,2,1,4,3000000,5.992760,2.918004,18.237526,33.070713,51.940473
31,2,1,4,3000000,4.882124,2.918004,13.860519,30.930843,34.043381
32,2,1,4,3000000,4.882369,2.918004,14.590020,29.180041,37.934053
34,2,1,4,3000000,6.792851,2.918004,16.049022,71.004766,74.895438
35,2,1,4,3000000,4.663934,2.918004,3.647505,40.852057,56.901080
36,2,1,4,3000000,5.323342,2.918004,12.644684,39.393055,42.311059
37,2,1,4,3000000,5.361236,2.918004,16.049022,32.827546,35.016049
38,2,1,4,3000000,6.945131,2.918004,17.508025,49.606069,72.950102
39,2,1,4,3000000,6.635408,2.918004,20.426029,49.606069,58.360082
40,2,1,4,3000000,5.364589,2.918004,15.562688,37.934053,50.578737
