NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
24,2,3,4,3000000,17.109582,18.967027,22.371365,25.289369,25.289369
25,2,3,4,3000000,16.465219,18.237526,23.344033,26.262037,26.262037
27,2,3,4,3000000,17.306452,18.480693,26.262037,35.016049,35.016049
28,2,3,4,3000000,18.723860,21.398697,29.180041,35.016049,35.016049
30,2,3,4,3000000,19.633577,18.480693,37.934053,49.606069,52.524074
31,2,3,4,3000000,19.076606,19.453361,32.098045,40.852057,43.770061
32,2,3,4,3000000,17.722134,18.967027,27.234705,30.639043,30.639043
34,2,3,4,3000000,20.128999,17.508025,45.520864,72.950102,74.409104
35,2,3,4,3000000,21.332541,18.967027,41.581558,59.332750,59.332750
36,2,3,4,3000000,23.105822,20.426029,42.797393,70.032098,70.032098
37,2,3,4,3000000,18.983349,18.480693,37.934053,55.442078,61.278086
38,2,3,4,3000000,19.237888,16.049022,40.852057,70.032098,78.786110
39,2,3,4,3000000,23.480602,21.398697,40.852057,49.606069,49.606069
40,2,3,4,3000000,22.776643,21.885031,41.581558,51.551406,51.551406
