NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
9,0,0,4,3000000,1.149304,0.838926,3.355705,8.019147,8.118640
10,0,0,4,3000000,1.101175,0.000000,3.355705,8.021312,12.001305
11,0,0,8,3000000,0.827373,0.000000,2.796421,7.690157,7.985932
12,0,0,8,3000000,0.798498,0.000000,3.145973,7.130872,9.628585
13,0,0,12,3000000,0.597388,0.000000,2.097315,4.194631,8.181607
14,0,0,12,3000000,0.585452,0.000000,2.097315,4.226408,8.193512
15,0,0,16,3000000,0.545468,0.000000,1.677852,4.893736,8.241216
16,0,0,16,3000000,0.551327,0.000000,2.097315,4.344439,8.221477
17,1,0,4,3000000,31.608477,34.605705,64.597315,81.795302,81.795302
18,1,0,4,3000000,29.796544,18.456376,65.016779,77.600671,80.746644
19,1,0,8,3000000,27.401099,20.973154,62.919463,69.630872,75.503356
20,1,0,8,3000000,30.794028,26.006711,65.436242,71.308725,78.649329
21,1,0,12,3000000,27.682113,20.973154,60.402685,78.649329,80.746644
22,1,0,12,3000000,28.719126,21.812081,61.241611,69.630872,80.746644
24,1,0,16,3000000,26.433820,20.134228,58.025727,80.746644,81.795302
25,1,0,16,3000000,27.198249,22.651007,58.724832,70.260067,78.649329
