NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
9,0,1,4,3000000,43.684419,46.140940,79.697987,109.060403,113.255034
10,0,1,4,3000000,35.553265,33.557047,62.919463,73.406040,76.552013
11,0,1,8,3000000,24.906011,12.583893,66.065436,79.697987,83.892617
12,0,1,8,3000000,26.619680,8.389262,67.114094,79.697987,81.096197
13,0,1,12,3000000,20.688080,8.389262,61.521253,75.503356,96.476510
14,0,1,12,3000000,19.211112,5.243289,55.578859,75.503356,83.892617
15,0,1,16,3000000,18.452322,6.291946,57.046980,104.865772,109.060403
16,0,1,16,3000000,17.047573,5.592841,54.530201,79.697987,88.087248
17,1,1,4,3000000,20.402714,21.812081,35.654362,50.335570,50.335570
18,1,1,4,3000000,15.890709,16.778523,29.362416,35.654362,41.946309
19,1,1,8,3000000,10.391871,6.291946,25.167785,33.557047,37.751678
20,1,1,8,3000000,11.014084,5.243289,26.006711,50.335570,54.530201
21,1,1,12,3000000,7.442565,4.194631,19.574944,41.946309,46.140940
22,1,1,12,3000000,7.416982,4.194631,19.924497,33.557047,50.335570
24,1,1,16,3000000,6.411845,4.194631,6.991051,46.140940,54.530201
25,1,1,16,3000000,6.405562,4.194631,12.583893,29.362416,35.654362
