NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
9,0,3,4,3000000,50.797448,52.432886,88.087248,109.060403,109.060403
10,0,3,4,3000000,46.846182,46.140940,96.476510,109.060403,109.060403
11,0,3,8,3000000,33.573061,25.167785,75.503356,100.671141,109.060403
12,0,3,8,3000000,30.527996,20.973154,63.758389,92.281879,104.865772
13,0,3,12,3000000,24.897693,9.437919,63.758389,83.892617,109.060403
14,0,3,12,3000000,21.844986,12.583893,58.724832,72.357383,74.454698
15,0,3,16,3000000,21.263374,10.486577,59.563758,79.697987,113.255034
16,0,3,16,3000000,22.048869,9.437919,61.870805,96.476510,104.865772
17,1,3,4,3000000,28.404753,29.362416,41.946309,48.238255,51.384228
18,1,3,4,3000000,22.113124,24.328859,30.760626,41.946309,46.140940
19,1,3,8,3000000,13.445204,12.583893,25.167785,36.353468,40.548098
20,1,3,8,3000000,15.887684,10.486577,31.459732,54.530201,71.308725
21,1,3,12,3000000,11.729794,8.389262,25.167785,46.140940,48.937360
22,1,3,12,3000000,10.989908,8.389262,22.651007,33.557047,39.848993
24,1,3,16,3000000,10.838284,8.389262,15.729866,40.268456,49.286913
25,1,3,16,3000000,10.776113,8.389262,16.778523,32.508389,44.043624
