NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
43,0,3,4,3000000,6.854605,2.918004,20.426029,55.442078,72.950102
44,0,3,4,3000000,6.560520,2.918004,17.508025,62.737088,81.704114
45,0,3,8,3000000,15.608573,2.918004,56.609279,81.704114,102.130143
46,0,3,8,3000000,13.923859,2.918004,55.442078,75.868106,105.048147
47,0,3,12,3000000,20.601419,3.501605,62.737088,105.048147,110.884155
48,0,3,12,3000000,20.966017,2.918004,64.196090,94.835133,107.966151
49,1,3,4,3000000,5.423595,2.918004,17.508025,25.289369,32.098045
50,1,3,4,3000000,5.189377,2.918004,16.535356,24.316701,31.368544
51,1,3,8,3000000,9.158733,2.918004,29.909542,46.688065,49.606069
52,1,3,8,3000000,8.974736,2.918004,29.909542,39.393055,45.229063
53,1,3,12,3000000,13.472954,5.106507,41.824725,59.819084,72.950102
54,2,3,4,3000000,8.001839,2.918004,26.262037,48.147067,58.360082
55,2,3,4,3000000,8.235773,2.918004,26.262037,61.278086,84.622118
56,2,3,8,3000000,11.945737,2.918004,39.879389,67.843595,90.458127
57,2,3,8,3000000,14.555121,2.918004,49.606069,68.573096,80.245112
58,2,3,12,3000000,20.292495,8.754012,51.065071,75.868106,94.835133
59,2,3,12,3000000,18.511747,8.024511,55.442078,75.868106,79.758778
