NO,compactor,current_node_id,thread,ops_per_thread,type,time
18,2,3,4,3000000,local,8
18,2,3,4,3000000,node 0,9
19,2,3,4,3000000,local,5
19,2,3,4,3000000,node 0,8
20,2,3,4,3000000,local,7
20,2,3,4,3000000,node 0,10
21,2,3,4,3000000,local,11
21,2,3,4,3000000,node 0,10
22,2,3,4,3000000,local,8
22,2,3,4,3000000,node 0,18
22,2,3,4,3000000,node 5,1
23,2,3,4,3000000,local,12
23,2,3,4,3000000,node 0,10
23,2,3,4,3000000,node 1,1
