compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,comp avg,comp p50,comp p90,comp speed1,comp speed2,comp speed3,comp speed4
2.0,1.0,4.0,3000000.0,1886619.0,755.7,1167.0,1829.0,3413.0,2070338504.0,538.5,1327.5,1349.0,3026.0,1035.5,954.0,812.0
2.0,1.0,4.0,3000000.0,1931088.5,773.45,1177.5,1839.5,3390.0,1115832888.0,552.5,1076.5,1242.5,2934.0,913.0,1851.5,537.5
2.0,1.0,4.0,3000000.0,1396635.5,559.4,1309.5,2100.5,3808.5,753685720.0,589.5,1569.0,1802.5,2700.0,848.0,994.5,352.5
