NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
25,1,3,4,1000000,17.932047,18.875839,31.459732,35.654362,35.654362
26,1,3,4,1000000,23.598578,13.982103,46.140940,52.432886,52.432886
27,1,3,8,1000000,16.442860,12.583893,29.362416,36.353468,37.751678
28,1,3,8,1000000,16.410076,10.486577,33.557047,39.149888,39.848993
29,1,3,16,1000000,12.587865,9.437919,26.216443,33.557047,37.751678
30,1,3,16,1000000,11.193892,8.389262,25.167785,33.557047,37.751678
31,1,3,32,1000000,10.347841,8.389262,11.185682,33.557047,44.043624
32,1,3,32,1000000,10.618810,8.389262,16.778523,37.751678,46.140940
33,1,3,48,1000000,9.383216,8.389262,12.583893,29.362416,37.751678
34,1,3,48,1000000,9.632610,8.389262,12.583893,30.411074,41.946309
35,0,3,4,1000000,27.877846,26.565996,68.162752,88.087248,88.087248
36,0,3,4,1000000,27.185107,27.964206,59.773490,71.308725,71.308725
37,0,3,8,1000000,25.183029,12.583893,58.724832,75.503356,96.476510
38,0,3,8,1000000,22.962426,15.380313,46.140940,67.114094,67.114094
39,0,3,16,1000000,16.283503,9.437919,37.751678,56.627517,72.357383
40,0,3,16,1000000,17.141071,9.787472,44.043624,94.379195,96.476510
41,0,3,32,1000000,11.992717,8.389262,16.778523,37.751678,41.946309
42,0,3,32,1000000,11.181405,8.389262,12.583893,54.530201,71.308725
43,0,3,48,1000000,10.838321,8.389262,12.583893,53.131991,65.715884
44,0,3,48,1000000,9.746879,8.389262,11.185682,41.946309,50.335570
