NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
25,1,1,4,1000000,11.648945,8.389262,26.216443,33.557047,33.557047
26,1,1,4,1000000,12.790828,8.389262,27.684564,54.530201,54.530201
27,1,1,8,1000000,11.520690,6.291946,22.371365,30.760626,32.158837
28,1,1,8,1000000,11.848415,6.291946,26.216443,35.654362,37.751678
29,1,1,16,1000000,7.557247,4.194631,20.973154,33.557047,37.751678
30,1,1,16,1000000,6.542614,4.194631,12.583893,30.411074,33.557047
31,1,1,32,1000000,5.907619,4.194631,6.991051,27.265101,37.751678
32,1,1,32,1000000,6.401415,4.194631,8.389262,29.362416,44.043624
33,1,1,48,1000000,5.009871,4.194631,5.592841,19.574944,25.167785
34,1,1,48,1000000,5.544817,4.194631,6.291946,29.362416,30.760626
35,0,1,4,1000000,22.564451,13.982103,57.326622,79.697987,79.697987
36,0,1,4,1000000,18.691170,12.583893,39.848993,46.140940,46.140940
37,0,1,8,1000000,20.391958,12.583893,49.496644,79.697987,88.087248
38,0,1,8,1000000,20.331152,17.827181,41.946309,48.238255,48.238255
39,0,1,16,1000000,12.345659,5.592841,33.557047,62.919463,67.114094
40,0,1,16,1000000,14.483303,4.194631,46.140940,104.865772,109.060403
41,0,1,32,1000000,8.082634,4.194631,18.456376,63.968121,80.746644
42,0,1,32,1000000,7.919775,4.194631,9.437919,52.432886,56.627517
43,0,1,48,1000000,6.699111,4.194631,7.340604,50.335570,64.317673
44,0,1,48,1000000,6.171089,4.194631,8.389262,37.751678,51.384228
