NO,compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,dis cost,comp avg,comp p50,comp p90,comp p99,comp speed1,comp speed2,comp speed3,comp speed4
1,2,1,8,1000000,1356009,543.1,1967,1730,2833,4807,0,472,448,750,973,2027,1044,0,1351
2,2,1,8,1000000,1318696,528.2,2021,1769,2878,5045,0,367,423,530,678,2473,1057,0,1199
3,2,1,16,1000000,1358740,544.2,2076,1772,2671,4345,0,700,505,1523,1598,2074,1048,0,976
4,2,1,16,1000000,1312804,525.8,2116,1766,2681,4487,0,745,616,1685,1809,2132,979,0,1306
5,2,1,32,1000000,1209025,484.3,6933,1804,2781,5117,0,706,442,2009,2767,884,1042,1684,814
6,2,1,32,1000000,1190072,476.7,6567,1791,2802,4963,0,697,391,1822,3001,747,866,1687,816
8,2,1,48,1000000,1037105,415.4,12483,1883,2910,4953,0,879,616,2267,2803,716,664,1152,539
9,2,1,48,1000000,1069423,428.4,11581,1864,2890,5034,0,807,547,1855,3604,400,947,1328,565
