NO,compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,dis cost,comp avg,comp p50,comp p90,comp p99,comp speed1,comp speed2,comp speed3,comp speed4
1,0,1,32,1000000,735154,294.5,3397,1833,2950,6159,0,1468,1165,3699,4430,280,321,606,333
2,0,1,32,1000000,730715,292.7,5680,1843,2964,5092,0,1736,1286,3849,4728,234,397,622,315
3,0,1,32,1000000,739040,296.0,0,1842,2964,4868,0,1535,1450,3695,3964,214,311,645,308
4,1,1,32,1000000,431879,173.0,8651,1802,2867,5108,0,2454,1360,4713,17909,1160,826,393,525
5,1,1,32,1000000,395535,158.4,9998,1809,2935,5240,0,2470,1648,3724,18746,811,1023,649,274
6,1,1,32,1000000,418234,167.5,2286,1769,2895,5034,0,2675,1680,3951,19336,589,1017,378,309
