NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
1,0,0,32,1000000,0.827575,0.000000,3.355705,6.711409,10.067114
2,0,0,32,1000000,0.864016,0.000000,3.355705,8.389262,15.507371
3,0,0,32,1000000,0.957391,0.000000,3.355705,6.711409,15.961505
4,1,0,32,1000000,54.530288,63.758389,70.469799,83.892617,88.087248
5,1,0,32,1000000,54.628565,63.758389,70.469799,83.892617,88.087248
6,1,0,32,1000000,54.782259,63.758389,70.469799,83.892617,88.087248
