NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
8,0,3,1,3000000,9.138911,8.754012,13.422819,15.319521,16.049022
9,0,3,2,3000000,23.356916,17.508025,46.688065,51.551406,68.573096
10,0,3,2,3000000,22.729698,18.967027,43.770061,58.360082,70.032098
11,0,3,4,3000000,28.740214,29.180041,51.551406,58.360082,70.032098
13,0,3,4,3000000,28.005240,26.262037,49.606069,81.704114,90.458127
14,0,3,8,3000000,44.219157,40.852057,71.977434,102.130143,110.884155
15,0,3,8,3000000,42.504649,46.688065,70.032098,77.813442,78.786110
16,0,3,10,3000000,45.391078,46.104465,68.086762,90.458127,107.966151
17,0,3,10,3000000,43.873374,45.520864,68.573096,87.540123,99.212139
18,1,3,1,3000000,8.315835,8.754012,11.672016,14.590020,20.426029
20,1,3,1,3000000,8.722849,10.213014,13.131018,16.049022,20.426029
21,1,3,2,3000000,12.039832,13.131018,17.508025,20.426029,22.371365
22,1,3,2,3000000,10.924863,11.672016,17.508025,20.426029,21.885031
23,1,3,4,3000000,15.993905,17.508025,23.344033,33.557047,33.557047
24,1,3,4,3000000,18.262884,19.453361,26.262037,43.770061,46.688065
25,1,3,8,3000000,13.144043,6.565509,30.639043,40.852057,43.770061
26,1,3,8,3000000,14.169423,8.754012,32.098045,46.688065,52.524074
27,1,3,10,3000000,13.998616,6.565509,32.827546,55.442078,61.278086
28,1,3,10,3000000,15.208025,7.295010,38.663554,49.606069,55.442078
