NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
8,0,1,1,3000000,3.433528,2.918004,3.647505,11.672016,14.590020
9,0,1,2,3000000,6.290481,2.918004,11.672016,56.171579,72.950102
10,0,1,2,3000000,5.770642,2.918004,10.213014,47.417566,58.360082
11,0,1,4,3000000,8.292485,2.918004,29.180041,61.278086,72.950102
13,0,1,4,3000000,6.567545,2.918004,20.426029,53.691275,63.466589
14,0,1,8,3000000,15.164065,2.918004,55.442078,99.212139,110.884155
15,0,1,8,3000000,15.049615,2.918004,49.606069,78.786110,80.245112
16,0,1,10,3000000,18.926253,2.918004,61.278086,93.376131,107.966151
17,0,1,10,3000000,19.051106,2.918004,60.305418,86.081121,105.048147
18,1,1,1,3000000,3.312572,2.918004,3.647505,9.483513,11.672016
20,1,1,1,3000000,3.293830,2.918004,3.647505,9.726680,11.672016
21,1,1,2,3000000,3.645076,2.918004,3.890672,13.131018,17.508025
22,1,1,2,3000000,3.782619,2.918004,6.419609,14.590020,17.508025
23,1,1,4,3000000,4.566676,2.918004,7.295010,29.180041,31.368544
24,1,1,4,3000000,4.368228,2.918004,5.252407,25.289369,29.180041
25,1,1,8,3000000,7.005450,2.918004,26.262037,37.934053,40.852057
26,1,1,8,3000000,7.429839,2.918004,23.344033,37.934053,46.688065
27,1,1,10,3000000,8.449438,2.918004,31.514444,40.852057,49.606069
28,1,1,10,3000000,8.148470,2.918004,31.368544,40.852057,49.606069
