NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
8,0,5,1,3000000,13.192957,13.617352,17.508025,19.453361,20.426029
9,0,5,2,3000000,25.333171,20.426029,43.040560,59.819084,59.819084
10,0,5,2,3000000,28.695705,20.426029,55.442078,64.196090,70.032098
11,0,5,4,3000000,40.181072,37.934053,74.409104,87.540123,88.999125
13,0,5,4,3000000,35.215226,35.988717,58.360082,81.704114,81.704114
14,0,5,8,3000000,49.760684,52.524074,75.868106,105.048147,107.966151
15,0,5,8,3000000,47.827794,49.606069,78.786110,102.130143,110.884155
16,0,5,10,3000000,47.187619,46.688065,70.032098,78.786110,94.835133
17,0,5,10,3000000,50.121884,53.496742,78.786110,81.704114,107.966151
18,1,5,1,3000000,11.267368,10.699348,14.590020,20.426029,21.398697
20,1,5,1,3000000,9.770637,9.483513,12.401517,15.562688,20.426029
21,1,5,2,3000000,13.921822,14.590020,17.508025,26.262037,27.721039
22,1,5,2,3000000,14.318246,14.590020,20.426029,23.344033,26.262037
23,1,5,4,3000000,17.766131,17.508025,26.262037,35.016049,35.016049
24,1,5,4,3000000,18.353972,20.426029,28.450540,40.852057,43.770061
25,1,5,8,3000000,18.136449,11.672016,35.016049,43.770061,49.606069
26,1,5,8,3000000,17.516444,11.672016,33.557047,52.524074,55.442078
27,1,5,10,3000000,17.957613,9.726680,40.852057,58.360082,64.196090
28,1,5,10,3000000,18.413943,10.699348,43.770061,61.278086,67.114094
