NO,compactor,thread,ops per thread,case,stage,avg,P1,P5,P10,P50,P90,P95,P99






7,2,8,1000000,4,1,37085,37085,37085,37085,37085,37085,37085,37085
7,2,8,1000000,4,2,1802436,1802436,1802436,1802436,1802436,1802436,1802436,1802436
7,2,8,1000000,4,3,28,28,28,28,28,28,28,28

8,2,8,1000000,3,1,18228,18228,18228,18228,18228,18228,18228,18228


