thread,ops per thread,throughput,bandwith,CN util avg,CN P50,CN P90,CN P99,MN util avg,MN P50,MN P90,MN P99,insert lat P50,insert P90,insert P99,insert P999
8,5000000,1177257,471.5,0.867470,1.258389,1.258389,1.258389,17.295447,30.201342,40.268456,46.140940,1126,1736,2968,9189
8,5000000,923208,369.8,0.868449,1.258389,1.258389,1.258389,17.295447,30.201342,40.268456,46.140940,1126,1736,2968,9189
8,5000000,931377,373.1,0.864803,1.258389,1.258389,1.677852,0.780933,0.780933,0.780933,0.780933,1149,1861,3432,12593
8,5000000,862898,345.6,0.871225,1.258389,1.258389,1.258389,0.788508,0.811420,0.811420,0.811420,1266,2169,4038,14452
8,5000000,1617184,647.8,0.861972,1.258389,1.258389,1.677852,0.782475,0.782475,0.782475,0.782475,1176,1895,3271,12782
8,5000000,1057801,423.7,0.862037,1.258389,1.258389,1.258389,0.782011,0.796269,0.796269,0.796269,1119,1777,3057,9626
8,5000000,755454,302.6,0.871326,1.258389,1.258389,1.258389,14.948218,25.727069,38.171141,41.107383,1117,1742,2955,8861
