NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
1,0,1,8,1000000,8.792702,4.194631,8.389262,67.114094,83.892617
2,0,1,8,1000000,9.505314,4.194631,33.557047,81.795302,90.184564
3,0,1,8,1000000,8.519400,4.194631,25.167785,56.627517,83.892617
4,0,1,8,1000000,8.917644,4.194631,20.973154,75.503356,104.865772
5,0,1,8,1000000,8.225500,4.194631,5.243289,71.308725,92.281879
6,0,1,8,1000000,9.762645,4.194631,39.848993,69.910515,113.255034
7,0,1,8,1000000,7.819740,4.194631,5.592841,68.512304,79.697987
8,0,1,8,1000000,8.176817,4.194631,7.550336,66.065436,72.357383
9,1,1,8,1000000,7.833258,4.194631,9.228188,50.335570,54.530201
10,1,1,8,1000000,8.098061,4.194631,30.760626,50.335570,60.822148
12,1,1,8,1000000,7.814300,4.194631,29.362416,47.539150,54.530201
13,1,1,8,1000000,8.137085,4.194631,33.557047,43.344519,44.742729
14,1,1,8,1000000,7.687957,4.194631,9.228188,46.140940,52.432886
16,1,1,8,1000000,7.444367,4.194631,7.550336,48.238255,52.432886
17,1,1,8,1000000,6.821298,4.194631,8.389262,41.946309,48.937360
18,1,1,8,1000000,7.240782,4.194631,9.228188,43.344519,49.286913
