NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
1,0,0,8,1000000,1.461572,0.000000,5.033557,8.389262,8.389262
2,0,0,8,1000000,1.431318,0.000000,5.033557,8.389262,8.389262
3,0,0,8,1000000,1.377197,0.000000,3.355705,7.852962,8.389262
4,0,0,8,1000000,1.585020,0.000000,5.592841,8.094902,8.389262
5,0,0,8,1000000,1.345711,0.000000,3.355705,8.389262,10.067114
6,0,0,8,1000000,1.379374,0.000000,3.355705,6.711409,8.013288
7,0,0,8,1000000,1.187470,0.000000,3.355705,6.711409,7.954318
8,0,0,8,1000000,1.138845,0.000000,3.355705,8.036616,8.389262
9,1,0,8,1000000,37.767394,43.624161,70.469799,79.697987,83.892617
10,1,0,8,1000000,37.597810,36.912752,70.469799,83.892617,83.892617
12,1,0,8,1000000,37.740111,36.912752,70.469799,70.469799,70.469799
13,1,0,8,1000000,35.681022,37.751678,67.114094,79.697987,83.892617
14,1,0,8,1000000,38.044839,36.912752,70.469799,83.892617,88.087248
16,1,0,8,1000000,38.908152,50.335570,70.469799,88.087248,88.087248
17,1,0,8,1000000,36.772601,36.912752,70.469799,83.892617,83.892617
18,1,0,8,1000000,36.899258,33.557047,70.469799,83.892617,83.892617
