NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
1,0,1,8,1000000,11.811785,6.944444,34.722222,62.500000,83.333333
2,0,1,8,1000000,12.612578,6.944444,46.296296,69.444444,72.916667
3,0,1,8,1000000,11.319812,6.944444,13.888889,60.185185,83.333333
4,0,1,8,1000000,11.713705,6.944444,34.722222,62.500000,69.444444
5,0,1,8,1000000,9.811175,6.944444,8.680556,54.166667,64.814815
6,0,1,8,1000000,11.480917,6.944444,22.569444,57.870370,69.444444
7,0,1,8,1000000,11.576880,6.944444,27.777778,62.500000,69.444444
8,0,1,8,1000000,12.883936,6.944444,45.138889,76.388889,83.333333
10,1,1,8,1000000,10.839202,6.944444,15.277778,55.555556,67.129630
11,1,1,8,1000000,12.248753,6.944444,46.875000,64.814815,72.916667
12,1,1,8,1000000,10.380448,6.944444,10.416667,54.166667,69.444444
13,1,1,8,1000000,12.189237,6.944444,45.138889,59.027778,64.814815
14,1,1,8,1000000,10.778588,6.944444,13.888889,65.972222,69.444444
15,1,1,8,1000000,12.217653,6.944444,45.138889,72.916667,90.277778
16,1,1,8,1000000,10.149119,6.944444,8.680556,48.611111,65.972222
18,1,1,8,1000000,12.307710,6.944444,46.296296,69.444444,69.444444
19,1,1,8,1000000,11.121663,6.944444,17.361111,69.444444,83.333333
