NO,compactor,current_node_id,thread,ops_per_thread,type,time
9,2,1,4,3000000,local,5
9,2,1,4,3000000,node 0,9
11,2,1,4,3000000,local,12
11,2,1,4,3000000,node 0,9
11,2,1,4,3000000,node 5,1
12,2,1,4,3000000,local,12
12,2,1,4,3000000,node 0,9
13,2,1,4,3000000,local,11
13,2,1,4,3000000,node 0,7
14,2,1,4,3000000,local,11
14,2,1,4,3000000,node 0,4
15,2,1,4,3000000,local,7
15,2,1,4,3000000,node 0,7
16,2,1,4,3000000,local,5
16,2,1,4,3000000,node 0,7
