NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
43,0,3,4,3000000,32.381619,32.098045,60.548585,78.786110,87.540123
44,0,3,4,3000000,26.157039,24.073534,53.983076,64.196090,64.196090
45,0,3,8,3000000,43.476044,46.688065,66.141426,77.327108,93.376131
46,0,3,8,3000000,42.113136,43.770061,67.114094,87.540123,91.917129
47,0,3,12,3000000,51.338491,56.901080,72.220601,102.130143,107.966151
48,0,3,12,3000000,51.314222,55.442078,78.786110,102.130143,105.048147
49,1,3,4,3000000,16.833486,17.508025,29.180041,35.016049,37.934053
50,1,3,4,3000000,15.520608,17.508025,26.262037,30.639043,32.098045
51,1,3,8,3000000,23.803807,26.991538,35.016049,43.770061,46.688065
52,1,3,8,3000000,20.002147,20.426029,35.016049,52.524074,55.442078
54,2,3,4,3000000,23.419685,22.371365,46.688065,58.360082,58.360082
55,2,3,4,3000000,28.348998,24.803035,51.065071,68.573096,71.491100
56,2,3,8,3000000,31.015952,29.180041,61.278086,105.048147,105.048147
57,2,3,8,3000000,39.748741,40.852057,67.114094,87.540123,99.212139
58,2,3,12,3000000,30.865513,29.180041,61.278086,84.622118,105.048147
59,2,3,12,3000000,30.058450,21.885031,64.196090,84.622118,113.802159
