NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
25,1,5,4,1000000,22.882249,27.964206,32.158837,50.335570,50.335570
26,1,5,4,1000000,21.929283,16.778523,40.897651,56.627517,56.627517
27,1,5,4,1000000,31.735770,38.800336,47.539150,51.733781,51.733781
28,1,5,4,1000000,31.815787,37.751678,57.046980,75.503356,75.503356
29,1,5,4,1000000,46.304064,56.627517,79.697987,113.255034,113.255034
30,1,5,4,1000000,40.264404,27.265101,74.105145,78.299776,78.299776
31,1,5,4,1000000,38.689951,33.557047,65.016779,67.114094,67.114094
32,1,5,4,1000000,36.059641,12.583893,75.503356,92.281879,92.281879
33,1,5,4,1000000,33.374204,12.583893,74.105145,79.697987,79.697987
34,1,5,4,1000000,40.105332,50.335570,69.910515,77.600671,77.600671
35,0,5,4,1000000,28.505218,34.955257,46.140940,58.724832,58.724832
36,0,5,4,1000000,26.675087,25.167785,39.848993,79.697987,79.697987
37,0,5,4,1000000,27.822200,12.583893,68.512304,92.281879,92.281879
38,0,5,4,1000000,30.371749,15.380313,50.335570,109.060403,109.060403
39,0,5,4,1000000,40.043869,47.189597,67.114094,113.255034,113.255034
40,0,5,4,1000000,41.770269,48.657718,81.795302,92.281879,92.281879
41,0,5,4,1000000,37.398241,15.729866,79.697987,83.892617,83.892617
42,0,5,4,1000000,39.200379,46.140940,74.454698,76.552013,76.552013
43,0,5,4,1000000,38.626066,13.632550,81.096197,81.096197,81.096197
44,0,5,4,1000000,33.944329,12.583893,76.552013,96.476510,96.476510
