NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
25,1,1,4,1000000,12.501104,8.389262,26.216443,33.557047,33.557047
26,1,1,4,1000000,13.614045,8.389262,29.362416,54.530201,54.530201
27,1,1,4,1000000,15.110974,18.176734,23.070470,32.158837,32.158837
28,1,1,4,1000000,16.317602,20.973154,29.362416,37.751678,37.751678
29,1,1,4,1000000,12.528907,5.592841,27.265101,37.751678,37.751678
30,1,1,4,1000000,12.525291,6.291946,25.167785,33.557047,33.557047
31,1,1,4,1000000,13.502342,8.389262,26.845638,37.751678,37.751678
32,1,1,4,1000000,15.215818,18.875839,29.362416,44.043624,44.043624
33,1,1,4,1000000,11.031468,8.389262,23.070470,26.565996,26.565996
34,1,1,4,1000000,16.502765,20.973154,29.362416,30.760626,30.760626
35,0,1,4,1000000,22.564451,13.982103,57.326622,79.697987,79.697987
36,0,1,4,1000000,20.258851,22.371365,39.848993,46.140940,46.140940
37,0,1,4,1000000,17.442673,8.389262,37.751678,49.496644,49.496644
38,0,1,4,1000000,16.824788,8.389262,35.654362,48.238255,48.238255
39,0,1,4,1000000,23.227342,25.167785,48.238255,67.114094,67.114094
40,0,1,4,1000000,25.128744,20.973154,58.724832,109.060403,109.060403
41,0,1,4,1000000,23.800646,20.973154,58.724832,80.746644,80.746644
42,0,1,4,1000000,25.912022,27.265101,50.335570,56.627517,56.627517
43,0,1,4,1000000,17.977988,8.389262,39.149888,64.317673,64.317673
44,0,1,4,1000000,17.815197,22.371365,37.751678,51.384228,51.384228
